Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),Carbon Equivalent:Facility [kg](Hourly)
 01/10  21:00:00,966528.0154354514,0.0,0.0
 01/10  22:00:00,966528.0154354514,0.0,0.0
 01/10  23:00:00,966528.0154354514,0.0,0.0
 01/10  24:00:00,966528.0154354514,0.0,0.0
 01/11  01:00:00,966528.0154354514,0.0,0.0
 01/11  02:00:00,1042270.8237658783,0.0,0.0
 01/11  03:00:00,2735574.8287868367,0.0,0.0
 01/11  04:00:00,4260132.782407749,0.0,0.0
 01/11  05:00:00,5344936.81165881,0.0,0.0
 01/11  06:00:00,6181496.016712058,0.0,0.0
 01/11  07:00:00,6551552.983920709,0.0,0.0
 01/11  08:00:00,17689084.391780467,12977169.904799996,0.0
 01/11  09:00:00,16708399.468593847,12977169.904799996,0.0
 01/11  10:00:00,14962439.814348672,12977169.904799996,0.0
 01/11  11:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  12:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  13:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  14:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  15:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  16:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  17:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  18:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  19:00:00,13943697.920235448,12977169.904799996,0.0
 01/11  20:00:00,966528.0154354514,0.0,0.0
 01/11  21:00:00,966528.0154354514,0.0,0.0
 01/11  22:00:00,966528.0154354514,0.0,0.0
 01/11  23:00:00,966528.0154354514,0.0,0.0
 01/11  24:00:00,966528.0154354514,0.0,0.0
 01/12  01:00:00,966528.0154354514,0.0,0.0
 01/12  02:00:00,966528.0154354514,0.0,0.0
 01/12  03:00:00,1971654.9593614189,0.0,0.0
 01/12  04:00:00,3139975.0105163219,0.0,0.0
 01/12  05:00:00,4111323.643843984,0.0,0.0
 01/12  06:00:00,4989444.0075555029,0.0,0.0
 01/12  07:00:00,5813165.222968032,0.0,0.0
 01/12  08:00:00,6563303.478265912,0.0,0.0
 01/12  09:00:00,6937370.687617616,0.0,0.0
 01/12  10:00:00,5456656.775237886,0.0,0.0
 01/12  11:00:00,3418040.1159263525,0.0,0.0
 01/12  12:00:00,1372206.0937846569,0.0,0.0
 01/12  13:00:00,966528.0154354514,0.0,0.0
 01/12  14:00:00,966528.0154354514,0.0,0.0
 01/12  15:00:00,966528.0154354514,0.0,0.0
 01/12  16:00:00,966528.0154354514,0.0,0.0
 01/12  17:00:00,966528.0154354514,0.0,0.0
 01/12  18:00:00,966528.0154354514,0.0,0.0
 01/12  19:00:00,966528.0154354514,0.0,0.0
 01/12  20:00:00,966528.0154354514,0.0,0.0
 01/12  21:00:00,966528.0154354514,0.0,0.0
 01/12  22:00:00,966528.0154354514,0.0,0.0
 01/12  23:00:00,966528.0154354514,0.0,0.0
 01/12  24:00:00,966528.0154354514,0.0,0.0
 01/13  01:00:00,966528.0154354514,0.0,0.0
 01/13  02:00:00,966528.0154354514,0.0,0.0
 01/13  03:00:00,966528.0154354514,0.0,0.0
 01/13  04:00:00,966528.0154354514,0.0,0.0
 01/13  05:00:00,966528.0154354514,0.0,0.0
 01/13  06:00:00,1478131.2302994137,0.0,0.0
 01/13  07:00:00,2911844.3082576098,0.0,0.0
 01/13  08:00:00,3898599.2310182016,0.0,0.0
 01/13  09:00:00,4536954.135292967,0.0,0.0
 01/13  10:00:00,4163825.0619874487,0.0,0.0
 01/13  11:00:00,3423990.9744094947,0.0,0.0
 01/13  12:00:00,2396347.8358643397,0.0,0.0
 01/13  13:00:00,1077789.2106032365,0.0,0.0
 01/13  14:00:00,966528.0154354514,0.0,0.0
 01/13  15:00:00,966528.0154354514,0.0,0.0
 01/13  16:00:00,966528.0154354514,0.0,0.0
 01/13  17:00:00,966528.0154354514,0.0,0.0
 01/13  18:00:00,966528.0154354514,0.0,0.0
 01/13  19:00:00,966528.0154354514,0.0,0.0
 01/13  20:00:00,966528.0154354514,0.0,0.0
 01/13  21:00:00,966528.0154354514,0.0,0.0
 01/13  22:00:00,966528.0154354514,0.0,0.0
 01/13  23:00:00,2151791.195723963,0.0,0.0
 01/13  24:00:00,3753972.870265417,0.0,0.0
 01/14  01:00:00,5074988.276127984,0.0,0.0
 01/14  02:00:00,6018256.25346331,0.0,0.0
 01/14  03:00:00,6753918.55773198,0.0,0.0
 01/14  04:00:00,7423043.19992385,0.0,0.0
 01/14  05:00:00,8030364.937599687,0.0,0.0
 01/14  06:00:00,8590042.793473183,0.0,0.0
 01/14  07:00:00,9066827.424560627,0.0,0.0
 01/14  08:00:00,20182366.466777218,12977169.904799996,0.0
 01/14  09:00:00,19099565.396750496,12977169.904799996,0.0
 01/14  10:00:00,17326227.79694545,12977169.904799996,0.0
 01/14  11:00:00,15522343.454296034,12977169.904799996,0.0
 01/14  12:00:00,14102908.553340236,12977169.904799996,0.0
 01/14  13:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  14:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  15:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  16:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  17:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  18:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  19:00:00,13943697.920235448,12977169.904799996,0.0
 01/14  20:00:00,966528.0154354514,0.0,0.0
 01/14  21:00:00,966528.0154354514,0.0,0.0
 01/14  22:00:00,966528.0154354514,0.0,0.0
 01/14  23:00:00,966528.0154354514,0.0,0.0
 01/14  24:00:00,966528.0154354514,0.0,0.0
 01/15  01:00:00,1704212.0164061166,0.0,0.0
 01/15  02:00:00,3414105.3565909627,0.0,0.0
 01/15  03:00:00,4873237.181656399,0.0,0.0
 01/15  04:00:00,6081224.175228058,0.0,0.0
 01/15  05:00:00,6657716.982529819,0.0,0.0
 01/15  06:00:00,6796810.548111873,0.0,0.0
 01/15  07:00:00,6818817.278192409,0.0,0.0
 01/15  08:00:00,18266775.359499504,12977169.904799996,0.0
 01/15  09:00:00,17852629.36665283,12977169.904799996,0.0
 01/15  10:00:00,16681138.44222061,12977169.904799996,0.0
 01/15  11:00:00,14793031.03539192,12977169.904799996,0.0
 01/15  12:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  13:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  14:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  15:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  16:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  17:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  18:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  19:00:00,13943697.920235448,12977169.904799996,0.0
 01/15  20:00:00,966528.0154354514,0.0,0.0
 01/15  21:00:00,966528.0154354514,0.0,0.0
 01/15  22:00:00,966528.0154354514,0.0,0.0
 01/15  23:00:00,966528.0154354514,0.0,0.0
 01/15  24:00:00,966528.0154354514,0.0,0.0
 01/16  01:00:00,1738474.164409523,0.0,0.0
 01/16  02:00:00,3460697.84854521,0.0,0.0
 01/16  03:00:00,4693968.50175293,0.0,0.0
 01/16  04:00:00,6005886.771161193,0.0,0.0
 01/16  05:00:00,6887368.505940317,0.0,0.0
 01/16  06:00:00,7282607.651362868,0.0,0.0
 01/16  07:00:00,7578194.539618989,0.0,0.0
 01/16  08:00:00,19810592.19209377,12977169.904799996,0.0
 01/16  09:00:00,19505666.743538985,12977169.904799996,0.0
 01/16  10:00:00,17609926.987693408,12977169.904799996,0.0
 01/16  11:00:00,15444226.409047515,12977169.904799996,0.0
 01/16  12:00:00,13969234.650628625,12977169.904799996,0.0
 01/16  13:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  14:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  15:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  16:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  17:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  18:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  19:00:00,13943697.920235448,12977169.904799996,0.0
 01/16  20:00:00,966528.0154354514,0.0,0.0
 01/16  21:00:00,966528.0154354514,0.0,0.0
 01/16  22:00:00,966528.0154354514,0.0,0.0
 01/16  23:00:00,966528.0154354514,0.0,0.0
 01/16  24:00:00,966528.0154354514,0.0,0.0
 01/17  01:00:00,966528.0154354514,0.0,0.0
 01/17  02:00:00,966528.0154354514,0.0,0.0
 01/17  03:00:00,966528.0154354514,0.0,0.0
 01/17  04:00:00,966528.0154354514,0.0,0.0
 01/17  05:00:00,966528.0154354514,0.0,0.0
 01/17  06:00:00,966528.0154354514,0.0,0.0
 01/17  07:00:00,966528.0154354514,0.0,0.0
 01/17  08:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  09:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  10:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  11:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  12:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  13:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  14:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  15:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  16:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  17:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  18:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  19:00:00,13943697.920235448,12977169.904799996,0.0
 01/17  20:00:00,966528.0154354514,0.0,0.0
 01/17  21:00:00,966528.0154354514,0.0,0.0
 01/17  22:00:00,966528.0154354514,0.0,0.0
 01/17  23:00:00,966528.0154354514,0.0,0.0
 01/17  24:00:00,966528.0154354514,0.0,0.0
 01/18  01:00:00,966528.0154354514,0.0,0.0
 01/18  02:00:00,966528.0154354514,0.0,0.0
 01/18  03:00:00,966528.0154354514,0.0,0.0
 01/18  04:00:00,966528.0154354514,0.0,0.0
 01/18  05:00:00,966528.0154354514,0.0,0.0
 01/18  06:00:00,966528.0154354514,0.0,0.0
 01/18  07:00:00,966528.0154354514,0.0,0.0
 01/18  08:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  09:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  10:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  11:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  12:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  13:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  14:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  15:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  16:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  17:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  18:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  19:00:00,13943697.920235448,12977169.904799996,0.0
 01/18  20:00:00,966528.0154354514,0.0,0.0
 01/18  21:00:00,966528.0154354514,0.0,0.0
 01/18  22:00:00,966528.0154354514,0.0,0.0
 01/18  23:00:00,966528.0154354514,0.0,0.0
 01/18  24:00:00,966528.0154354514,0.0,0.0
 01/19  01:00:00,966528.0154354514,0.0,0.0
 01/19  02:00:00,966528.0154354514,0.0,0.0
 01/19  03:00:00,966528.0154354514,0.0,0.0
 01/19  04:00:00,1673811.0250746413,0.0,0.0
 01/19  05:00:00,2792793.011188117,0.0,0.0
 01/19  06:00:00,3530424.1687990536,0.0,0.0
 01/19  07:00:00,4187592.929720735,0.0,0.0
 01/19  08:00:00,4542737.225578025,0.0,0.0
 01/19  09:00:00,4591302.325677553,0.0,0.0
 01/19  10:00:00,3680769.130662757,0.0,0.0
 01/19  11:00:00,3021443.1901524,0.0,0.0
 01/19  12:00:00,1922726.339617546,0.0,0.0
 01/19  13:00:00,978251.7082510577,0.0,0.0
 01/19  14:00:00,966528.0154354514,0.0,0.0
 01/19  15:00:00,966528.0154354514,0.0,0.0
 01/19  16:00:00,966528.0154354514,0.0,0.0
 01/19  17:00:00,966528.0154354514,0.0,0.0
 01/19  18:00:00,966528.0154354514,0.0,0.0
 01/19  19:00:00,966528.0154354514,0.0,0.0
 01/19  20:00:00,966528.0154354514,0.0,0.0
 01/19  21:00:00,966528.0154354514,0.0,0.0
 01/19  22:00:00,966528.0154354514,0.0,0.0
 01/19  23:00:00,966528.0154354514,0.0,0.0
 01/19  24:00:00,966528.0154354514,0.0,0.0
 01/20  01:00:00,966528.0154354514,0.0,0.0
 01/20  02:00:00,966528.0154354514,0.0,0.0
 01/20  03:00:00,966528.0154354514,0.0,0.0
 01/20  04:00:00,966528.0154354514,0.0,0.0
 01/20  05:00:00,966528.0154354514,0.0,0.0
 01/20  06:00:00,966528.0154354514,0.0,0.0
 01/20  07:00:00,966528.0154354514,0.0,0.0
 01/20  08:00:00,966528.0154354514,0.0,0.0
 01/20  09:00:00,966528.0154354514,0.0,0.0
 01/20  10:00:00,966528.0154354514,0.0,0.0
 01/20  11:00:00,966528.0154354514,0.0,0.0
 01/20  12:00:00,966528.0154354514,0.0,0.0
 01/20  13:00:00,966528.0154354514,0.0,0.0
 01/20  14:00:00,966528.0154354514,0.0,0.0
 01/20  15:00:00,966528.0154354514,0.0,0.0
 01/20  16:00:00,966528.0154354514,0.0,0.0
 01/20  17:00:00,966528.0154354514,0.0,0.0
 01/20  18:00:00,966528.0154354514,0.0,0.0
 01/20  19:00:00,966528.0154354514,0.0,0.0
 01/20  20:00:00,966528.0154354514,0.0,0.0
 01/20  21:00:00,966528.0154354514,0.0,0.0
 01/20  22:00:00,966528.0154354514,0.0,0.0
 01/20  23:00:00,966528.0154354514,0.0,0.0
 01/20  24:00:00,966528.0154354514,0.0,0.0
 01/21  01:00:00,978084.6045074145,0.0,0.0
 01/21  02:00:00,2065094.0783559522,0.0,0.0
 01/21  03:00:00,3142217.074015365,0.0,0.0
 01/21  04:00:00,4126697.6168283589,0.0,0.0
 01/21  05:00:00,5004077.624764287,0.0,0.0
