Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),Carbon Equivalent:Facility [kg](Hourly)
 01/09  18:00:00,13962703.327754192,12977169.904799996,0.0
 01/09  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/09  20:00:00,985533.4229541953,0.0,0.0
 01/09  21:00:00,985533.4229541953,0.0,0.0
 01/09  22:00:00,985533.4229541953,0.0,0.0
 01/09  23:00:00,985533.4229541953,0.0,0.0
 01/09  24:00:00,985533.4229541953,0.0,0.0
 01/10  01:00:00,985533.4229541953,0.0,0.0
 01/10  02:00:00,2232968.870736842,0.0,0.0
 01/10  03:00:00,3741420.704238876,0.0,0.0
 01/10  04:00:00,3313896.2057277758,0.0,0.0
 01/10  05:00:00,3665670.221714637,0.0,0.0
 01/10  06:00:00,4659679.870281628,0.0,0.0
 01/10  07:00:00,5601359.100633543,0.0,0.0
 01/10  08:00:00,17071805.27968819,12977169.904799996,0.0
 01/10  09:00:00,16102019.798536389,12977169.904799996,0.0
 01/10  10:00:00,14875596.300333528,12977169.904799996,0.0
 01/10  11:00:00,14019110.261547257,12977169.904799996,0.0
 01/10  12:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  17:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  18:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/10  20:00:00,985533.4229541953,0.0,0.0
 01/10  21:00:00,985533.4229541953,0.0,0.0
 01/10  22:00:00,985533.4229541953,0.0,0.0
 01/10  23:00:00,985533.4229541953,0.0,0.0
 01/10  24:00:00,985533.4229541953,0.0,0.0
 01/11  01:00:00,985533.4229541953,0.0,0.0
 01/11  02:00:00,1609181.586063603,0.0,0.0
 01/11  03:00:00,3539774.724201321,0.0,0.0
 01/11  04:00:00,4925807.327814316,0.0,0.0
 01/11  05:00:00,5940505.305876836,0.0,0.0
 01/11  06:00:00,6732258.572019696,0.0,0.0
 01/11  07:00:00,7078175.519922415,0.0,0.0
 01/11  08:00:00,18226919.70626906,12977169.904799996,0.0
 01/11  09:00:00,17254109.76450057,12977169.904799996,0.0
 01/11  10:00:00,15511828.481153084,12977169.904799996,0.0
 01/11  11:00:00,14100206.489554214,12977169.904799996,0.0
 01/11  12:00:00,13962703.327754192,12977169.904799996,0.0
 01/11  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/11  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/11  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/11  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/11  17:00:00,14055797.607787896,12977169.904799996,0.0
 01/11  18:00:00,14039936.01777231,12977169.904799996,0.0
 01/11  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/11  20:00:00,985533.4229541953,0.0,0.0
 01/11  21:00:00,985533.4229541953,0.0,0.0
 01/11  22:00:00,985533.4229541953,0.0,0.0
 01/11  23:00:00,985533.4229541953,0.0,0.0
 01/11  24:00:00,985533.4229541953,0.0,0.0
 01/12  01:00:00,985533.4229541953,0.0,0.0
 01/12  02:00:00,1446035.9283119138,0.0,0.0
 01/12  03:00:00,2741448.9181233227,0.0,0.0
 01/12  04:00:00,3771822.5568873735,0.0,0.0
 01/12  05:00:00,4681356.913393725,0.0,0.0
 01/12  06:00:00,5518440.868397436,0.0,0.0
 01/12  07:00:00,6313441.095414719,0.0,0.0
 01/12  08:00:00,7048017.66941942,0.0,0.0
 01/12  09:00:00,7416422.047528342,0.0,0.0
 01/12  10:00:00,5938620.9458043989,0.0,0.0
 01/12  11:00:00,3901495.4030032365,0.0,0.0
 01/12  12:00:00,1666852.956839264,0.0,0.0
 01/12  13:00:00,985533.4229541953,0.0,0.0
 01/12  14:00:00,985533.4229541953,0.0,0.0
 01/12  15:00:00,985533.4229541953,0.0,0.0
 01/12  16:00:00,985533.4229541953,0.0,0.0
 01/12  17:00:00,985533.4229541953,0.0,0.0
 01/12  18:00:00,985533.4229541953,0.0,0.0
 01/12  19:00:00,985533.4229541953,0.0,0.0
 01/12  20:00:00,985533.4229541953,0.0,0.0
 01/12  21:00:00,985533.4229541953,0.0,0.0
 01/12  22:00:00,985533.4229541953,0.0,0.0
 01/12  23:00:00,985533.4229541953,0.0,0.0
 01/12  24:00:00,985533.4229541953,0.0,0.0
 01/13  01:00:00,985533.4229541953,0.0,0.0
 01/13  02:00:00,985533.4229541953,0.0,0.0
 01/13  03:00:00,985533.4229541953,0.0,0.0
 01/13  04:00:00,985533.4229541953,0.0,0.0
 01/13  05:00:00,985533.4229541953,0.0,0.0
 01/13  06:00:00,2261927.9886122385,0.0,0.0
 01/13  07:00:00,3524772.618511257,0.0,0.0
 01/13  08:00:00,4430321.979722807,0.0,0.0
 01/13  09:00:00,5035383.140354084,0.0,0.0
 01/13  10:00:00,4660447.579226836,0.0,0.0
 01/13  11:00:00,3923008.511439517,0.0,0.0
 01/13  12:00:00,2888741.6962464058,0.0,0.0
 01/13  13:00:00,1290098.5682739183,0.0,0.0
 01/13  14:00:00,985533.4229541953,0.0,0.0
 01/13  15:00:00,985533.4229541953,0.0,0.0
 01/13  16:00:00,985533.4229541953,0.0,0.0
 01/13  17:00:00,985533.4229541953,0.0,0.0
 01/13  18:00:00,985533.4229541953,0.0,0.0
 01/13  19:00:00,985533.4229541953,0.0,0.0
 01/13  20:00:00,985533.4229541953,0.0,0.0
 01/13  21:00:00,985533.4229541953,0.0,0.0
 01/13  22:00:00,1201995.7848347338,0.0,0.0
 01/13  23:00:00,2898200.8019281479,0.0,0.0
 01/13  24:00:00,4335487.3672198769,0.0,0.0
 01/14  01:00:00,5587989.871413945,0.0,0.0
 01/14  02:00:00,6492806.5305544049,0.0,0.0
 01/14  03:00:00,7209510.90173994,0.0,0.0
 01/14  04:00:00,7881554.791921161,0.0,0.0
 01/14  05:00:00,8487371.48368101,0.0,0.0
 01/14  06:00:00,9027788.266362649,0.0,0.0
 01/14  07:00:00,9503879.686623425,0.0,0.0
 01/14  08:00:00,20590714.247149394,12977169.904799996,0.0
 01/14  09:00:00,19524690.586187539,12977169.904799996,0.0
 01/14  10:00:00,17785555.532474068,12977169.904799996,0.0
 01/14  11:00:00,15989002.370155111,12977169.904799996,0.0
 01/14  12:00:00,14343301.630029353,12977169.904799996,0.0
 01/14  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  17:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  18:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/14  20:00:00,985533.4229541953,0.0,0.0
 01/14  21:00:00,985533.4229541953,0.0,0.0
 01/14  22:00:00,985533.4229541953,0.0,0.0
 01/14  23:00:00,985533.4229541953,0.0,0.0
 01/14  24:00:00,1032961.2304704333,0.0,0.0
 01/15  01:00:00,2454549.07058287,0.0,0.0
 01/15  02:00:00,3978985.9027316106,0.0,0.0
 01/15  03:00:00,5369768.833337668,0.0,0.0
 01/15  04:00:00,6537880.380377019,0.0,0.0
 01/15  05:00:00,7099381.977114737,0.0,0.0
 01/15  06:00:00,7219968.141775628,0.0,0.0
 01/15  07:00:00,7243047.332706493,0.0,0.0
 01/15  08:00:00,18677738.086409678,12977169.904799996,0.0
 01/15  09:00:00,18283042.485356805,12977169.904799996,0.0
 01/15  10:00:00,17127090.898684596,12977169.904799996,0.0
 01/15  11:00:00,15232991.955533248,12977169.904799996,0.0
 01/15  12:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  17:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  18:00:00,13965305.694632104,12977169.904799996,0.0
 01/15  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/15  20:00:00,985533.4229541953,0.0,0.0
 01/15  21:00:00,985533.4229541953,0.0,0.0
 01/15  22:00:00,985533.4229541953,0.0,0.0
 01/15  23:00:00,985533.4229541953,0.0,0.0
 01/15  24:00:00,985533.4229541953,0.0,0.0
 01/16  01:00:00,2520416.723547273,0.0,0.0
 01/16  02:00:00,4014711.098237971,0.0,0.0
 01/16  03:00:00,5185969.44089523,0.0,0.0
 01/16  04:00:00,6462226.050840046,0.0,0.0
 01/16  05:00:00,7318861.92188757,0.0,0.0
 01/16  06:00:00,7704743.621708277,0.0,0.0
 01/16  07:00:00,7989534.006153579,0.0,0.0
 01/16  08:00:00,20226700.46053765,12977169.904799996,0.0
 01/16  09:00:00,19932832.425472496,12977169.904799996,0.0
 01/16  10:00:00,18045947.47722477,12977169.904799996,0.0
 01/16  11:00:00,15871972.789078635,12977169.904799996,0.0
 01/16  12:00:00,14069549.67548209,12977169.904799996,0.0
 01/16  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/16  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/16  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/16  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/16  17:00:00,14289453.788112179,12977169.904799996,0.0
 01/16  18:00:00,14499427.103324067,12977169.904799996,0.0
 01/16  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/16  20:00:00,985533.4229541953,0.0,0.0
 01/16  21:00:00,985533.4229541953,0.0,0.0
 01/16  22:00:00,985533.4229541953,0.0,0.0
 01/16  23:00:00,985533.4229541953,0.0,0.0
 01/16  24:00:00,985533.4229541953,0.0,0.0
 01/17  01:00:00,985533.4229541953,0.0,0.0
 01/17  02:00:00,985533.4229541953,0.0,0.0
 01/17  03:00:00,985533.4229541953,0.0,0.0
 01/17  04:00:00,985533.4229541953,0.0,0.0
 01/17  05:00:00,985533.4229541953,0.0,0.0
 01/17  06:00:00,985533.4229541953,0.0,0.0
 01/17  07:00:00,985533.4229541953,0.0,0.0
 01/17  08:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  09:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  10:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  11:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  12:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  17:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  18:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/17  20:00:00,985533.4229541953,0.0,0.0
 01/17  21:00:00,985533.4229541953,0.0,0.0
 01/17  22:00:00,985533.4229541953,0.0,0.0
 01/17  23:00:00,985533.4229541953,0.0,0.0
 01/17  24:00:00,985533.4229541953,0.0,0.0
 01/18  01:00:00,985533.4229541953,0.0,0.0
 01/18  02:00:00,985533.4229541953,0.0,0.0
 01/18  03:00:00,985533.4229541953,0.0,0.0
 01/18  04:00:00,985533.4229541953,0.0,0.0
 01/18  05:00:00,985533.4229541953,0.0,0.0
 01/18  06:00:00,985533.4229541953,0.0,0.0
 01/18  07:00:00,985533.4229541953,0.0,0.0
 01/18  08:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  09:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  10:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  11:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  12:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  13:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  14:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  15:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  16:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  17:00:00,14349089.444278868,12977169.904799996,0.0
 01/18  18:00:00,14341196.324997426,12977169.904799996,0.0
 01/18  19:00:00,13962703.327754192,12977169.904799996,0.0
 01/18  20:00:00,985533.4229541953,0.0,0.0
 01/18  21:00:00,985533.4229541953,0.0,0.0
 01/18  22:00:00,985533.4229541953,0.0,0.0
 01/18  23:00:00,985533.4229541953,0.0,0.0
 01/18  24:00:00,985533.4229541953,0.0,0.0
 01/19  01:00:00,985533.4229541953,0.0,0.0
 01/19  02:00:00,985533.4229541953,0.0,0.0
 01/19  03:00:00,1126623.1489595343,0.0,0.0
 01/19  04:00:00,2552073.102656005,0.0,0.0
 01/19  05:00:00,3443972.1097129865,0.0,0.0
 01/19  06:00:00,4115073.316915635,0.0,0.0
 01/19  07:00:00,4730677.405411985,0.0,0.0
 01/19  08:00:00,5054751.501446085,0.0,0.0
 01/19  09:00:00,5087905.036658617,0.0,0.0
 01/19  10:00:00,4181237.627458308,0.0,0.0
 01/19  11:00:00,3510465.04771874,0.0,0.0
 01/19  12:00:00,2403752.0012841208,0.0,0.0
 01/19  13:00:00,1159374.636028007,0.0,0.0
 01/19  14:00:00,985533.4229541953,0.0,0.0
 01/19  15:00:00,985533.4229541953,0.0,0.0
 01/19  16:00:00,985533.4229541953,0.0,0.0
 01/19  17:00:00,985533.4229541953,0.0,0.0
 01/19  18:00:00,985533.4229541953,0.0,0.0
 01/19  19:00:00,985533.4229541953,0.0,0.0
 01/19  20:00:00,985533.4229541953,0.0,0.0
 01/19  21:00:00,985533.4229541953,0.0,0.0
 01/19  22:00:00,985533.4229541953,0.0,0.0
 01/19  23:00:00,985533.4229541953,0.0,0.0
 01/19  24:00:00,985533.4229541953,0.0,0.0
 01/20  01:00:00,985533.4229541953,0.0,0.0
 01/20  02:00:00,985533.4229541953,0.0,0.0
 01/20  03:00:00,985533.4229541953,0.0,0.0
 01/20  04:00:00,985533.4229541953,0.0,0.0
 01/20  05:00:00,985533.4229541953,0.0,0.0
 01/20  06:00:00,985533.4229541953,0.0,0.0
 01/20  07:00:00,985533.4229541953,0.0,0.0
 01/20  08:00:00,985533.4229541953,0.0,0.0
 01/20  09:00:00,1090931.9503104455,0.0,0.0
 01/20  10:00:00,1331799.070325885,0.0,0.0
 01/20  11:00:00,1118785.391064621,0.0,0.0
 01/20  12:00:00,985533.4229541953,0.0,0.0
 01/20  13:00:00,985533.4229541953,0.0,0.0
 01/20  14:00:00,985533.4229541953,0.0,0.0
 01/20  15:00:00,985533.4229541953,0.0,0.0
 01/20  16:00:00,985533.4229541953,0.0,0.0
 01/20  17:00:00,985533.4229541953,0.0,0.0
 01/20  18:00:00,985533.4229541953,0.0,0.0
 01/20  19:00:00,985533.4229541953,0.0,0.0
 01/20  20:00:00,985533.4229541953,0.0,0.0
 01/20  21:00:00,985533.4229541953,0.0,0.0
 01/20  22:00:00,985533.4229541953,0.0,0.0
 01/20  23:00:00,985533.4229541953,0.0,0.0
 01/20  24:00:00,985533.4229541953,0.0,0.0
 01/21  01:00:00,1404990.7362235655,0.0,0.0
 01/21  02:00:00,2733558.0777623278,0.0,0.0
 01/21  03:00:00,3674250.9612907834,0.0,0.0
 01/21  04:00:00,4632695.929810039,0.0,0.0
