Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Solar Azimuth Angle [deg](Hourly),Environment:Site Solar Altitude Angle [deg](Hourly),EMS:Adaptive Coefficient_PlantaX08_Office [](Hourly),EMS:aPMV_PlantaX08_Office [](Hourly),EMS:aPMV Heating Setpoint_PlantaX08_Office [](Hourly),EMS:aPMV Cooling Setpoint_PlantaX08_Office [](Hourly),EMS:aPMV Heating Setpoint No Tolerance_PlantaX08_Office [](Hourly),EMS:aPMV Cooling Setpoint No Tolerance_PlantaX08_Office [](Hourly),EMS:Comfortable Hours_PlantaX08_Office [H](Hourly),EMS:Discomfortable Hot Hours_PlantaX08_Office [H](Hourly),EMS:Discomfortable Cold Hours_PlantaX08_Office [H](Hourly),EMS:Discomfortable Total Hours_PlantaX08_Office [H](Hourly),EMS:Occupied hours_PlantaX08_Office [H](Hourly),PLANTAX08:OFFICE:Zone Mean Air Temperature [C](Hourly),PLANTAX08:OFFICE:Zone Operative Temperature [C](Hourly),PEOPLE PLANTAX08:OFFICE:Zone Thermal Comfort Fanger Model PMV [](Hourly),PEOPLE PLANTAX08:OFFICE:Zone Thermal Comfort Fanger Model PPD [%](Hourly),PEOPLE PLANTAX08:OFFICE:Zone Thermal Comfort Mean Radiant Temperature [C](Hourly),PEOPLE PLANTAX08:OFFICE:Zone Thermal Comfort Operative Temperature [C](Hourly),PMV_H_SP_PLANTAX08_OFFICE:Schedule Value [](Hourly),PMV_C_SP_PLANTAX08_OFFICE:Schedule Value [](Hourly),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),Carbon Equivalent:Facility [kg](Hourly)
 01/01  11:00:00,16.775000000000003,14.608333333333335,101158.33333333333,6.2,250.0,116.5,93.16666666666667,139.02888353414375,17.1467201223118,0.0,0.41066161953447596,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.660280736404628,23.926757282084549,0.41054776773397907,8.513101810566761,24.19323382776446,23.948873686971166,-0.39999999999999999,0.39999999999999999,16238783.819893355,12977169.904799996,0.0
 01/01  12:00:00,17.016666666666667,12.791666666666666,101200.0,6.2,250.0,175.25,261.75,151.87352010850248,23.90161013273001,0.0,0.4060948155781248,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.45758770240403,23.94872962604064,0.40511616634274369,8.420118040596904,24.439871549677247,23.959697449258415,-0.39999999999999999,0.39999999999999999,17364914.284124219,12977169.904799996,0.0
 01/01  13:00:00,17.275000000000003,10.716666666666667,101258.33333333333,6.2,296.6666666666667,166.41666666666667,485.6666666666667,166.46948556378707,28.13981601784261,0.0,0.40279185295814115,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.370542040841856,24.021200077227765,0.40269507867810785,8.37908094617577,24.671858113613678,24.027135832291095,-0.39999999999999999,0.39999999999999999,18274146.804002506,12977169.904799996,0.0
 01/01  14:00:00,17.516666666666667,9.158333333333334,101300.0,6.316666666666666,330.0,129.41666666666667,650.75,182.11757083589229,29.325563762497464,0.0,0.402153030095505,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.308028916058505,24.128727692158767,0.4020887974397553,8.368842242096724,24.94942646825903,24.133413727972415,-0.39999999999999999,0.39999999999999999,19379087.783651614,12977169.904799996,0.0
 01/01  15:00:00,17.71666666666667,8.0,101358.33333333333,6.575000000000002,318.3333333333333,93.25,726.4166666666666,197.59030539466623,27.284892955338525,0.0,0.4015736235061816,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.258020855624907,24.236434824843497,0.401803573357125,8.364043469809167,25.214848794062083,24.24097677311317,-0.39999999999999999,0.39999999999999999,20504223.303030597,12977169.904799996,0.0
 01/01  16:00:00,17.916666666666669,6.741666666666667,101400.0,5.766666666666667,315.8333333333333,78.75,674.8333333333334,211.7556132685896,22.31019206654837,0.0,0.40046053235015285,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.217476629800918,24.330715994420975,0.3995417903620743,8.326086691977404,25.443955359041028,24.331313147638914,-0.39999999999999999,0.39999999999999999,21494333.005564047,12977169.904799996,0.0
 01/01  17:00:00,17.008333333333334,5.8500000000000009,101458.33333333333,4.691666666666666,320.0,66.66666666666667,489.5,224.1001522786615,14.990062847701239,0.0,0.3944460420007751,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.308136819492419,24.41497147024542,0.3929101349771875,8.21609101437076,25.521806120998425,24.399519994891859,-0.39999999999999999,0.39999999999999999,21126524.49593014,12977169.904799996,0.0
 01/01  18:00:00,15.366666666666668,5.25,101558.33333333333,4.05,320.0,36.833333333333339,186.16666666666667,234.7074119287372,5.952040883079925,0.0,0.38668260275889546,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,23.618295734059413,24.47850854648877,0.3859418132552576,8.102271271729345,25.33872135891812,24.447870532939694,-0.39999999999999999,0.39999999999999999,18904395.024692984,12977169.904799996,0.0
 01/01  19:00:00,13.708333333333334,4.591666666666668,101658.33333333333,3.391666666666667,180.83333333333335,2.3888888888888886,10.499999999999999,243.968053901516,-4.28325732831572,0.0,0.38447216125341418,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,24.024352072367564,24.524789728909487,0.3853413722706991,8.092734160461602,25.025227385451417,24.49240346336975,-0.39999999999999999,0.39999999999999999,15971709.068659952,12977169.904799996,0.0
 01/01  20:00:00,12.183333333333332,3.891666666666666,101758.33333333333,3.1,30.0,0.0,0.0,252.3728314316605,-15.32640034685263,0.0,0.3612274538381544,-0.39999999999999999,0.39999999999999999,-0.5,0.5,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,24.1127694889432,24.360609311592545,0.3478773014300524,7.5301988526351739,24.60844913424188,24.37751377131219,-0.39999999999999999,0.39999999999999999,985533.4229541953,0.0,0.0
