Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),Carbon Equivalent:Facility [kg](Hourly)
 03/07  06:00:00,3586652.0161856857,0.0,0.0
 03/07  07:00:00,4285040.135740048,0.0,0.0
 03/07  08:00:00,16045701.180304084,12977169.904799996,0.0
 03/07  09:00:00,14766931.237343442,12977169.904799996,0.0
 03/07  10:00:00,16948387.359963046,12977169.904799996,0.0
 03/07  11:00:00,19686833.423020118,12977169.904799996,0.0
 03/07  12:00:00,21312835.23315649,12977169.904799996,0.0
 03/07  13:00:00,22402005.25959334,12977169.904799996,0.0
 03/07  14:00:00,24673410.84077487,12977169.904799996,0.0
 03/07  15:00:00,26102433.804330388,12977169.904799996,0.0
 03/07  16:00:00,26469031.72989173,12977169.904799996,0.0
 03/07  17:00:00,26791312.653991663,12977169.904799996,0.0
 03/07  18:00:00,26327523.381655769,12977169.904799996,0.0
 03/07  19:00:00,24261389.82082293,12977169.904799996,0.0
 03/07  20:00:00,6677237.055118755,0.0,0.0
 03/07  21:00:00,3986611.923353715,0.0,0.0
 03/07  22:00:00,3046658.2867536155,0.0,0.0
 03/07  23:00:00,2219372.79308209,0.0,0.0
 03/07  24:00:00,1530933.4916090875,0.0,0.0
 03/08  01:00:00,1892314.7827067632,0.0,0.0
 03/08  02:00:00,2269553.846674939,0.0,0.0
 03/08  03:00:00,2778400.0985672047,0.0,0.0
 03/08  04:00:00,3396869.0058647284,0.0,0.0
 03/08  05:00:00,3723121.527589444,0.0,0.0
 03/08  06:00:00,4126834.645534883,0.0,0.0
 03/08  07:00:00,4614974.083469395,0.0,0.0
 03/08  08:00:00,16590072.06859298,12977169.904799996,0.0
 03/08  09:00:00,15114364.106385477,12977169.904799996,0.0
 03/08  10:00:00,17277648.599677385,12977169.904799996,0.0
 03/08  11:00:00,20018817.215850764,12977169.904799996,0.0
 03/08  12:00:00,21551676.414444999,12977169.904799996,0.0
 03/08  13:00:00,22166340.67182332,12977169.904799996,0.0
 03/08  14:00:00,24671846.034403109,12977169.904799996,0.0
 03/08  15:00:00,27015729.749991783,12977169.904799996,0.0
 03/08  16:00:00,26795517.42254132,12977169.904799996,0.0
 03/08  17:00:00,26698444.805473955,12977169.904799996,0.0
 03/08  18:00:00,26765003.130678558,12977169.904799996,0.0
 03/08  19:00:00,25211632.904404336,12977169.904799996,0.0
 03/08  20:00:00,7633985.873285986,0.0,0.0
 03/08  21:00:00,5103028.835171195,0.0,0.0
 03/08  22:00:00,3579177.4685133297,0.0,0.0
 03/08  23:00:00,2397453.869392369,0.0,0.0
 03/08  24:00:00,1724827.5783430127,0.0,0.0
 03/09  01:00:00,1470423.3119592085,0.0,0.0
 03/09  02:00:00,1403330.1893503098,0.0,0.0
 03/09  03:00:00,1799346.6246110034,0.0,0.0
 03/09  04:00:00,2806686.351930647,0.0,0.0
 03/09  05:00:00,3732354.9680934518,0.0,0.0
 03/09  06:00:00,4121042.6215062725,0.0,0.0
 03/09  07:00:00,4426461.24846171,0.0,0.0
 03/09  08:00:00,5015286.478816725,0.0,0.0
 03/09  09:00:00,3253774.605336788,0.0,0.0
 03/09  10:00:00,2122394.4533940085,0.0,0.0
 03/09  11:00:00,5091572.455948412,0.0,0.0
 03/09  12:00:00,5944900.952163612,0.0,0.0
 03/09  13:00:00,5977133.067957239,0.0,0.0
 03/09  14:00:00,8215181.333327488,0.0,0.0
 03/09  15:00:00,10267527.5030438,0.0,0.0
 03/09  16:00:00,11573262.553786248,0.0,0.0
 03/09  17:00:00,12913867.386612479,0.0,0.0
 03/09  18:00:00,12413536.288401945,0.0,0.0
 03/09  19:00:00,9807898.871449626,0.0,0.0
 03/09  20:00:00,6994282.630348189,0.0,0.0
 03/09  21:00:00,5009816.238817771,0.0,0.0
 03/09  22:00:00,3753777.147809064,0.0,0.0
 03/09  23:00:00,2493650.957048889,0.0,0.0
 03/09  24:00:00,1411885.82998921,0.0,0.0
 03/10  01:00:00,1282191.7540669973,0.0,0.0
 03/10  02:00:00,1542531.745702031,0.0,0.0
 03/10  03:00:00,2193542.7758399567,0.0,0.0
 03/10  04:00:00,2539488.439358146,0.0,0.0
 03/10  05:00:00,2751288.44340377,0.0,0.0
 03/10  06:00:00,2776086.516087639,0.0,0.0
 03/10  07:00:00,2725496.567856358,0.0,0.0
 03/10  08:00:00,3591999.2850727445,0.0,0.0
 03/10  09:00:00,2587092.6637185437,0.0,0.0
 03/10  10:00:00,2572847.565033123,0.0,0.0
 03/10  11:00:00,5315260.640738638,0.0,0.0
 03/10  12:00:00,6458504.73544886,0.0,0.0
 03/10  13:00:00,6236276.882241847,0.0,0.0
 03/10  14:00:00,8384287.323647867,0.0,0.0
 03/10  15:00:00,10765220.117769216,0.0,0.0
 03/10  16:00:00,12157939.48266581,0.0,0.0
 03/10  17:00:00,12723904.35839575,0.0,0.0
 03/10  18:00:00,11546125.26462762,0.0,0.0
 03/10  19:00:00,9126557.449592559,0.0,0.0
 03/10  20:00:00,6580872.599709156,0.0,0.0
 03/10  21:00:00,4195241.475482179,0.0,0.0
 03/10  22:00:00,2956103.1483840837,0.0,0.0
 03/10  23:00:00,1886964.0294505298,0.0,0.0
 03/10  24:00:00,1349326.2754395467,0.0,0.0
 03/11  01:00:00,1722495.8546670476,0.0,0.0
 03/11  02:00:00,2128734.213292521,0.0,0.0
 03/11  03:00:00,2393060.0647776366,0.0,0.0
 03/11  04:00:00,2504861.8978487846,0.0,0.0
 03/11  05:00:00,2729931.780676016,0.0,0.0
 03/11  06:00:00,2943706.89441419,0.0,0.0
 03/11  07:00:00,3278223.04659399,0.0,0.0
 03/11  08:00:00,15038135.47762467,12977169.904799996,0.0
 03/11  09:00:00,14801766.487504976,12977169.904799996,0.0
 03/11  10:00:00,17414907.1437817,12977169.904799996,0.0
 03/11  11:00:00,20411930.832211298,12977169.904799996,0.0
 03/11  12:00:00,21898060.960297526,12977169.904799996,0.0
 03/11  13:00:00,23342386.483965767,12977169.904799996,0.0
 03/11  14:00:00,25229592.441341998,12977169.904799996,0.0
 03/11  15:00:00,26159559.992033528,12977169.904799996,0.0
 03/11  16:00:00,25897735.838148513,12977169.904799996,0.0
 03/11  17:00:00,25620946.52957117,12977169.904799996,0.0
 03/11  18:00:00,22893445.84306108,12977169.904799996,0.0
 03/11  19:00:00,20489685.330355515,12977169.904799996,0.0
 03/11  20:00:00,4075257.8035093985,0.0,0.0
 03/11  21:00:00,2781683.0542457408,0.0,0.0
 03/11  22:00:00,2091663.4258002532,0.0,0.0
 03/11  23:00:00,1380790.668154791,0.0,0.0
 03/11  24:00:00,1674490.8078771325,0.0,0.0
 03/12  01:00:00,2056124.1711105698,0.0,0.0
 03/12  02:00:00,2535837.462418381,0.0,0.0
 03/12  03:00:00,3139330.023564779,0.0,0.0
 03/12  04:00:00,3600839.4604898395,0.0,0.0
 03/12  05:00:00,4089845.4749886335,0.0,0.0
 03/12  06:00:00,4180144.1167627868,0.0,0.0
 03/12  07:00:00,4277777.529062815,0.0,0.0
 03/12  08:00:00,16377956.280940634,12977169.904799996,0.0
 03/12  09:00:00,15091574.032350958,12977169.904799996,0.0
 03/12  10:00:00,17959489.74885685,12977169.904799996,0.0
 03/12  11:00:00,21264099.36907135,12977169.904799996,0.0
 03/12  12:00:00,22228454.135607609,12977169.904799996,0.0
 03/12  13:00:00,22952044.24564666,12977169.904799996,0.0
 03/12  14:00:00,24330937.575719567,12977169.904799996,0.0
 03/12  15:00:00,25985907.615831868,12977169.904799996,0.0
 03/12  16:00:00,25777133.595462249,12977169.904799996,0.0
 03/12  17:00:00,24719842.279408307,12977169.904799996,0.0
 03/12  18:00:00,23381729.13542529,12977169.904799996,0.0
 03/12  19:00:00,21761084.53719821,12977169.904799996,0.0
 03/12  20:00:00,5922669.545756556,0.0,0.0
 03/12  21:00:00,4939218.1284553869,0.0,0.0
 03/12  22:00:00,4094863.4330499817,0.0,0.0
 03/12  23:00:00,2782487.259390626,0.0,0.0
 03/12  24:00:00,1939882.346001216,0.0,0.0
 03/13  01:00:00,1607872.8622212727,0.0,0.0
 03/13  02:00:00,1494778.1951489312,0.0,0.0
 03/13  03:00:00,1294843.707361883,0.0,0.0
 03/13  04:00:00,1426959.3247931046,0.0,0.0
 03/13  05:00:00,1916205.73899526,0.0,0.0
 03/13  06:00:00,1861581.0647899665,0.0,0.0
 03/13  07:00:00,2300154.991071682,0.0,0.0
 03/13  08:00:00,14908726.483165788,12977169.904799996,0.0
 03/13  09:00:00,16385152.747641612,12977169.904799996,0.0
 03/13  10:00:00,16588085.755850457,12977169.904799996,0.0
 03/13  11:00:00,16936077.825742075,12977169.904799996,0.0
 03/13  12:00:00,17638931.91915725,12977169.904799996,0.0
 03/13  13:00:00,18116608.705665038,12977169.904799996,0.0
 03/13  14:00:00,18825966.58993092,12977169.904799996,0.0
 03/13  15:00:00,19017778.48330078,12977169.904799996,0.0
 03/13  16:00:00,18591025.01789342,12977169.904799996,0.0
 03/13  17:00:00,18060505.617353236,12977169.904799996,0.0
 03/13  18:00:00,17391150.489486319,12977169.904799996,0.0
 03/13  19:00:00,16664513.63081583,12977169.904799996,0.0
 03/13  20:00:00,1523594.8096663317,0.0,0.0
 03/13  21:00:00,1805606.0510049016,0.0,0.0
 03/13  22:00:00,2365412.134621147,0.0,0.0
 03/13  23:00:00,2297679.389684373,0.0,0.0
 03/13  24:00:00,2165464.1958392367,0.0,0.0
 03/14  01:00:00,2307583.501373953,0.0,0.0
 03/14  02:00:00,2567248.574241788,0.0,0.0
 03/14  03:00:00,2847148.9260518236,0.0,0.0
 03/14  04:00:00,3297937.985931552,0.0,0.0
 03/14  05:00:00,3889354.8505879438,0.0,0.0
 03/14  06:00:00,4489052.3846916719,0.0,0.0
 03/14  07:00:00,4095842.1841995355,0.0,0.0
 03/14  08:00:00,15287044.703396207,12977169.904799996,0.0
 03/14  09:00:00,14477773.749324419,12977169.904799996,0.0
 03/14  10:00:00,14895036.58463469,12977169.904799996,0.0
 03/14  11:00:00,17073844.811478147,12977169.904799996,0.0
 03/14  12:00:00,19403280.58528026,12977169.904799996,0.0
 03/14  13:00:00,20721301.421642677,12977169.904799996,0.0
 03/14  14:00:00,23070539.49567754,12977169.904799996,0.0
 03/14  15:00:00,26002008.298514695,12977169.904799996,0.0
 03/14  16:00:00,26375896.186825247,12977169.904799996,0.0
 03/14  17:00:00,26727265.396282175,12977169.904799996,0.0
 03/14  18:00:00,26483199.248482273,12977169.904799996,0.0
 03/14  19:00:00,24011466.41535114,12977169.904799996,0.0
 03/14  20:00:00,6608884.359252297,0.0,0.0
 03/14  21:00:00,4415691.052719185,0.0,0.0
 03/14  22:00:00,3211246.1204423757,0.0,0.0
 03/14  23:00:00,1876608.602994015,0.0,0.0
 03/14  24:00:00,1416185.595021424,0.0,0.0
 03/15  01:00:00,2142059.3399811007,0.0,0.0
 03/15  02:00:00,2740715.9801840914,0.0,0.0
 03/15  03:00:00,3302006.470412497,0.0,0.0
 03/15  04:00:00,3387564.123469075,0.0,0.0
 03/15  05:00:00,3693590.6435137779,0.0,0.0
 03/15  06:00:00,4457020.684876721,0.0,0.0
 03/15  07:00:00,4390745.630409844,0.0,0.0
 03/15  08:00:00,15792084.025151682,12977169.904799996,0.0
 03/15  09:00:00,14933716.736594093,12977169.904799996,0.0
 03/15  10:00:00,17556413.105236666,12977169.904799996,0.0
 03/15  11:00:00,20208709.410292627,12977169.904799996,0.0
 03/15  12:00:00,21479380.885459935,12977169.904799996,0.0
 03/15  13:00:00,22518664.024141194,12977169.904799996,0.0
 03/15  14:00:00,24552770.330206798,12977169.904799996,0.0
 03/15  15:00:00,26712762.256719319,12977169.904799996,0.0
 03/15  16:00:00,26892329.783226804,12977169.904799996,0.0
 03/15  17:00:00,26834388.29181959,12977169.904799996,0.0
 03/15  18:00:00,26896531.862014645,12977169.904799996,0.0
 03/15  19:00:00,25422048.569123988,12977169.904799996,0.0
 03/15  20:00:00,8217301.230446187,0.0,0.0
 03/15  21:00:00,5596832.46464776,0.0,0.0
 03/15  22:00:00,4366099.880175721,0.0,0.0
 03/15  23:00:00,3519785.7879520326,0.0,0.0
 03/15  24:00:00,2568311.145306497,0.0,0.0
 03/16  01:00:00,1778061.1460904047,0.0,0.0
 03/16  02:00:00,1364416.212319951,0.0,0.0
 03/16  03:00:00,1925876.3546261318,0.0,0.0
 03/16  04:00:00,2073148.31883887,0.0,0.0
 03/16  05:00:00,1984827.934718066,0.0,0.0
 03/16  06:00:00,2010585.918361083,0.0,0.0
 03/16  07:00:00,2316982.208400181,0.0,0.0
 03/16  08:00:00,2239675.35502813,0.0,0.0
 03/16  09:00:00,1791165.8059476643,0.0,0.0
 03/16  10:00:00,4106450.6915133388,0.0,0.0
 03/16  11:00:00,6413319.980294678,0.0,0.0
 03/16  12:00:00,7601820.825306491,0.0,0.0
 03/16  13:00:00,8380604.130332871,0.0,0.0
 03/16  14:00:00,11304081.849283094,0.0,0.0
 03/16  15:00:00,14420000.366005484,0.0,0.0
 03/16  16:00:00,14858053.837736089,0.0,0.0
 03/16  17:00:00,14501201.980563967,0.0,0.0
 03/16  18:00:00,12417791.427771217,0.0,0.0
 03/16  19:00:00,9297319.26220042,0.0,0.0
 03/16  20:00:00,7049197.1744572459,0.0,0.0
 03/16  21:00:00,5595644.880445726,0.0,0.0
 03/16  22:00:00,4798968.259302352,0.0,0.0
 03/16  23:00:00,4237615.8640497359,0.0,0.0
 03/16  24:00:00,3187886.847349796,0.0,0.0
 03/17  01:00:00,2278233.7532641824,0.0,0.0
 03/17  02:00:00,1683825.1683756132,0.0,0.0
 03/17  03:00:00,1345222.9377495615,0.0,0.0
 03/17  04:00:00,1614224.1688815326,0.0,0.0
 03/17  05:00:00,1869495.9579681725,0.0,0.0
 03/17  06:00:00,1599269.90435766,0.0,0.0
 03/17  07:00:00,1574566.937037902,0.0,0.0
 03/17  08:00:00,1770091.888930201,0.0,0.0
 03/17  09:00:00,2763708.0332781064,0.0,0.0
 03/17  10:00:00,5731991.124334623,0.0,0.0
 03/17  11:00:00,7838112.073392034,0.0,0.0
 03/17  12:00:00,8449983.084832613,0.0,0.0
 03/17  13:00:00,9423668.632165418,0.0,0.0
 03/17  14:00:00,12307184.28865757,0.0,0.0
 03/17  15:00:00,15090660.574680057,0.0,0.0
 03/17  16:00:00,15117203.322271448,0.0,0.0
 03/17  17:00:00,15219048.980344167,0.0,0.0
 03/17  18:00:00,15231990.121782635,0.0,0.0
 03/17  19:00:00,14040675.463367388,0.0,0.0
 03/17  20:00:00,10796872.965181089,0.0,0.0
 03/17  21:00:00,9106327.964349995,0.0,0.0
 03/17  22:00:00,7290705.11227309,0.0,0.0
 03/17  23:00:00,5487999.887782861,0.0,0.0
 03/17  24:00:00,4255330.773780194,0.0,0.0
 03/18  01:00:00,3013636.5861494,0.0,0.0
 03/18  02:00:00,1684514.2290984789,0.0,0.0
 03/18  03:00:00,1341903.165917842,0.0,0.0
 03/18  04:00:00,1412202.066817992,0.0,0.0
 03/18  05:00:00,1395190.7693372332,0.0,0.0
 03/18  06:00:00,1369406.092150107,0.0,0.0
 03/18  07:00:00,1789601.555391166,0.0,0.0
 03/18  08:00:00,15352431.24453777,12977169.904799996,0.0
 03/18  09:00:00,17761024.73867628,12977169.904799996,0.0
 03/18  10:00:00,21110356.92735195,12977169.904799996,0.0
 03/18  11:00:00,23779514.094524277,12977169.904799996,0.0
 03/18  12:00:00,24887499.498377898,12977169.904799996,0.0
 03/18  13:00:00,25511606.180108705,12977169.904799996,0.0
 03/18  14:00:00,27264411.99210604,12977169.904799996,0.0
 03/18  15:00:00,27741677.992348158,12977169.904799996,0.0
 03/18  16:00:00,27569794.202186958,12977169.904799996,0.0
 03/18  17:00:00,27329620.5967696,12977169.904799996,0.0
 03/18  18:00:00,27481290.701035065,12977169.904799996,0.0
 03/18  19:00:00,26650637.1394493,12977169.904799996,0.0
 03/18  20:00:00,10162797.174169807,0.0,0.0
 03/18  21:00:00,8356777.17271037,0.0,0.0
 03/18  22:00:00,6799163.733581458,0.0,0.0
 03/18  23:00:00,5254808.0004640449,0.0,0.0
 03/18  24:00:00,4785552.521826222,0.0,0.0
 03/19  01:00:00,4479166.318379646,0.0,0.0
 03/19  02:00:00,3921668.8445270226,0.0,0.0
 03/19  03:00:00,3567364.1006657716,0.0,0.0
 03/19  04:00:00,4147796.776708487,0.0,0.0
 03/19  05:00:00,3329360.662616706,0.0,0.0
 03/19  06:00:00,2626223.323452126,0.0,0.0
 03/19  07:00:00,2455402.288979332,0.0,0.0
 03/19  08:00:00,16934010.295165015,12977169.904799996,0.0
 03/19  09:00:00,20258030.81295492,12977169.904799996,0.0
 03/19  10:00:00,23676691.912320187,12977169.904799996,0.0
 03/19  11:00:00,25513046.089884346,12977169.904799996,0.0
 03/19  12:00:00,25791450.29914825,12977169.904799996,0.0
 03/19  13:00:00,26923463.72403195,12977169.904799996,0.0
 03/19  14:00:00,27604353.160467417,12977169.904799996,0.0
 03/19  15:00:00,27620789.81960649,12977169.904799996,0.0
 03/19  16:00:00,27805782.627711618,12977169.904799996,0.0
 03/19  17:00:00,27786574.012269103,12977169.904799996,0.0
 03/19  18:00:00,27448136.345610165,12977169.904799996,0.0
 03/19  19:00:00,27267683.155558967,12977169.904799996,0.0
 03/19  20:00:00,11760336.656722822,0.0,0.0
 03/19  21:00:00,8834904.709385213,0.0,0.0
 03/19  22:00:00,7506191.907140679,0.0,0.0
 03/19  23:00:00,6388537.678821692,0.0,0.0
 03/19  24:00:00,5310251.442486199,0.0,0.0
 03/20  01:00:00,4559955.976993907,0.0,0.0
 03/20  02:00:00,4144126.86751012,0.0,0.0
 03/20  03:00:00,3873769.289104131,0.0,0.0
 03/20  04:00:00,3009657.7492942439,0.0,0.0
 03/20  05:00:00,2287270.321998644,0.0,0.0
 03/20  06:00:00,2076050.5197629086,0.0,0.0
 03/20  07:00:00,1462695.5333330816,0.0,0.0
 03/20  08:00:00,15495986.9525499,12977169.904799996,0.0
 03/20  09:00:00,18534483.47473594,12977169.904799996,0.0
 03/20  10:00:00,22139858.194282637,12977169.904799996,0.0
 03/20  11:00:00,25055054.163384409,12977169.904799996,0.0
 03/20  12:00:00,26709105.04994279,12977169.904799996,0.0
 03/20  13:00:00,27383103.66480013,12977169.904799996,0.0
 03/20  14:00:00,27842882.868198005,12977169.904799996,0.0
 03/20  15:00:00,28238171.144839735,12977169.904799996,0.0
 03/20  16:00:00,28050881.188165018,12977169.904799996,0.0
 03/20  17:00:00,28187645.558773888,12977169.904799996,0.0
 03/20  18:00:00,28179427.75105799,12977169.904799996,0.0
 03/20  19:00:00,27758369.522010738,12977169.904799996,0.0
 03/20  20:00:00,13662941.780034783,0.0,0.0
 03/20  21:00:00,10756459.87418284,0.0,0.0
 03/20  22:00:00,9714295.00483365,0.0,0.0
 03/20  23:00:00,8558907.053773009,0.0,0.0
 03/20  24:00:00,6631246.779290271,0.0,0.0
 03/21  01:00:00,6011729.151865684,0.0,0.0
 03/21  02:00:00,5956843.742676219,0.0,0.0
 03/21  03:00:00,5252489.041283663,0.0,0.0
 03/21  04:00:00,4842203.351657143,0.0,0.0
 03/21  05:00:00,4338866.234862726,0.0,0.0
 03/21  06:00:00,3744834.768276129,0.0,0.0
 03/21  07:00:00,3450693.3925825736,0.0,0.0
 03/21  08:00:00,17996068.476300453,12977169.904799996,0.0
 03/21  09:00:00,19641344.326358588,12977169.904799996,0.0
 03/21  10:00:00,21811826.803081413,12977169.904799996,0.0
 03/21  11:00:00,25191988.862268539,12977169.904799996,0.0
 03/21  12:00:00,27461242.353996025,12977169.904799996,0.0
 03/21  13:00:00,28200475.279200976,12977169.904799996,0.0
 03/21  14:00:00,28512641.819954236,12977169.904799996,0.0
 03/21  15:00:00,28392187.24406282,12977169.904799996,0.0
 03/21  16:00:00,28233727.005231959,12977169.904799996,0.0
 03/21  17:00:00,28411506.38070763,12977169.904799996,0.0
 03/21  18:00:00,28172408.589520895,12977169.904799996,0.0
 03/21  19:00:00,27624354.25128969,12977169.904799996,0.0
 03/21  20:00:00,13465223.922004164,0.0,0.0
 03/21  21:00:00,10690052.096488297,0.0,0.0
 03/21  22:00:00,8490955.66227897,0.0,0.0
 03/21  23:00:00,6869009.707301061,0.0,0.0
 03/21  24:00:00,5980223.132423351,0.0,0.0
 03/22  01:00:00,5184462.200191058,0.0,0.0
 03/22  02:00:00,4084737.982585747,0.0,0.0
 03/22  03:00:00,3073780.3059121544,0.0,0.0
 03/22  04:00:00,2681938.8149344988,0.0,0.0
 03/22  05:00:00,2355499.338314147,0.0,0.0
 03/22  06:00:00,1966162.409186663,0.0,0.0
 03/22  07:00:00,1686199.6536368048,0.0,0.0
 03/22  08:00:00,16363443.760192469,12977169.904799996,0.0
 03/22  09:00:00,19657591.32759603,12977169.904799996,0.0
 03/22  10:00:00,23368890.14093305,12977169.904799996,0.0
 03/22  11:00:00,25822455.529430938,12977169.904799996,0.0
 03/22  12:00:00,26213601.6161777,12977169.904799996,0.0
 03/22  13:00:00,26526058.525817869,12977169.904799996,0.0
 03/22  14:00:00,27311196.949191229,12977169.904799996,0.0
 03/22  15:00:00,27621484.87370144,12977169.904799996,0.0
 03/22  16:00:00,27942323.02117405,12977169.904799996,0.0
 03/22  17:00:00,28155052.583090255,12977169.904799996,0.0
 03/22  18:00:00,28087719.44812969,12977169.904799996,0.0
 03/22  19:00:00,27725219.60588058,12977169.904799996,0.0
 03/22  20:00:00,13836415.478080705,0.0,0.0
 03/22  21:00:00,11010548.47421602,0.0,0.0
 03/22  22:00:00,9333043.899860023,0.0,0.0
 03/22  23:00:00,7874766.106892612,0.0,0.0
 03/22  24:00:00,6424029.88149193,0.0,0.0
 03/23  01:00:00,5923113.949773767,0.0,0.0
 03/23  02:00:00,5250724.565255782,0.0,0.0
 03/23  03:00:00,4361868.171076759,0.0,0.0
 03/23  04:00:00,3956913.2626429249,0.0,0.0
 03/23  05:00:00,3591063.1856102317,0.0,0.0
 03/23  06:00:00,2954994.0700298107,0.0,0.0
 03/23  07:00:00,2836768.179718694,0.0,0.0
 03/23  08:00:00,3144810.6682404729,0.0,0.0
 03/23  09:00:00,4927937.37991774,0.0,0.0
 03/23  10:00:00,6209963.289014127,0.0,0.0
 03/23  11:00:00,8887873.427537719,0.0,0.0
 03/23  12:00:00,10934214.490256532,0.0,0.0
 03/23  13:00:00,11457437.17738552,0.0,0.0
 03/23  14:00:00,14638216.987180859,0.0,0.0
 03/23  15:00:00,15648301.69957129,0.0,0.0
 03/23  16:00:00,15209054.950314485,0.0,0.0
 03/23  17:00:00,15345434.01262721,0.0,0.0
 03/23  18:00:00,15405044.342569698,0.0,0.0
 03/23  19:00:00,14969692.99424851,0.0,0.0
 03/23  20:00:00,11598884.977883086,0.0,0.0
 03/23  21:00:00,9153109.070479464,0.0,0.0
 03/23  22:00:00,7508391.480531353,0.0,0.0
 03/23  23:00:00,6837128.710780973,0.0,0.0
 03/23  24:00:00,6498666.118242068,0.0,0.0
 03/24  01:00:00,5347834.374865988,0.0,0.0
 03/24  02:00:00,4390332.578641357,0.0,0.0
 03/24  03:00:00,3590867.55967836,0.0,0.0
 03/24  04:00:00,3187786.211572457,0.0,0.0
 03/24  05:00:00,2699141.9425735755,0.0,0.0
 03/24  06:00:00,2228325.305283618,0.0,0.0
 03/24  07:00:00,1947637.0748116365,0.0,0.0
 03/24  08:00:00,1867690.3448790345,0.0,0.0
 03/24  09:00:00,4725859.651461794,0.0,0.0
 03/24  10:00:00,8302515.855430443,0.0,0.0
 03/24  11:00:00,11254465.773756793,0.0,0.0
 03/24  12:00:00,12232405.99440676,0.0,0.0
 03/24  13:00:00,11641963.628644564,0.0,0.0
 03/24  14:00:00,13841461.834060183,0.0,0.0
 03/24  15:00:00,15205445.080609499,0.0,0.0
 03/24  16:00:00,14894102.027895248,0.0,0.0
 03/24  17:00:00,15027521.90991269,0.0,0.0
 03/24  18:00:00,14945523.35554041,0.0,0.0
 03/24  19:00:00,14383923.467449742,0.0,0.0
 03/24  20:00:00,11413379.146489848,0.0,0.0
 03/24  21:00:00,9468464.231055445,0.0,0.0
 03/24  22:00:00,8443959.436140117,0.0,0.0
 03/24  23:00:00,7458644.173390849,0.0,0.0
 03/24  24:00:00,6332664.40789742,0.0,0.0
 03/25  01:00:00,5125346.239597033,0.0,0.0
 03/25  02:00:00,4096823.605054806,0.0,0.0
 03/25  03:00:00,3549836.866569501,0.0,0.0
 03/25  04:00:00,3167718.5936548055,0.0,0.0
 03/25  05:00:00,2534167.068620883,0.0,0.0
 03/25  06:00:00,2058284.381766656,0.0,0.0
 03/25  07:00:00,1526776.6043649768,0.0,0.0
 03/25  08:00:00,16186634.258814747,12977169.904799996,0.0
 03/25  09:00:00,19001630.711927996,12977169.904799996,0.0
 03/25  10:00:00,21968222.5216149,12977169.904799996,0.0
 03/25  11:00:00,23828804.610884727,12977169.904799996,0.0
 03/25  12:00:00,23613743.63701027,12977169.904799996,0.0
 03/25  13:00:00,24286177.160267235,12977169.904799996,0.0
 03/25  14:00:00,26203225.354056147,12977169.904799996,0.0
 03/25  15:00:00,26846701.31876323,12977169.904799996,0.0
 03/25  16:00:00,26705701.242176724,12977169.904799996,0.0
 03/25  17:00:00,26631014.28330949,12977169.904799996,0.0
 03/25  18:00:00,26674923.28604567,12977169.904799996,0.0
 03/25  19:00:00,26055210.37934493,12977169.904799996,0.0
 03/25  20:00:00,8311926.794544559,0.0,0.0
 03/25  21:00:00,5316905.517729708,0.0,0.0
 03/25  22:00:00,3704453.6370714216,0.0,0.0
 03/25  23:00:00,2771373.203597363,0.0,0.0
 03/25  24:00:00,1873004.559191881,0.0,0.0
 03/26  01:00:00,1557582.249368961,0.0,0.0
 03/26  02:00:00,2121284.7129100409,0.0,0.0
 03/26  03:00:00,2612274.189473181,0.0,0.0
 03/26  04:00:00,3439307.886466649,0.0,0.0
 03/26  05:00:00,4057419.5526006717,0.0,0.0
 03/26  06:00:00,4700760.5450562839,0.0,0.0
 03/26  07:00:00,5674129.767532829,0.0,0.0
 03/26  08:00:00,17625573.220245109,12977169.904799996,0.0
 03/26  09:00:00,15231287.865341714,12977169.904799996,0.0
 03/26  10:00:00,17014127.522202586,12977169.904799996,0.0
 03/26  11:00:00,19505616.253441145,12977169.904799996,0.0
 03/26  12:00:00,20566024.592258939,12977169.904799996,0.0
 03/26  13:00:00,21539326.982575627,12977169.904799996,0.0
 03/26  14:00:00,23565813.623079495,12977169.904799996,0.0
 03/26  15:00:00,25996790.458552168,12977169.904799996,0.0
 03/26  16:00:00,26805116.097242617,12977169.904799996,0.0
 03/26  17:00:00,26708407.182302484,12977169.904799996,0.0
 03/26  18:00:00,26754100.535159995,12977169.904799996,0.0
 03/26  19:00:00,26465158.57799876,12977169.904799996,0.0
 03/26  20:00:00,8304027.943519218,0.0,0.0
 03/26  21:00:00,4994124.135939884,0.0,0.0
 03/26  22:00:00,3746089.7788019638,0.0,0.0
 03/26  23:00:00,2021370.8464958247,0.0,0.0
 03/26  24:00:00,2342147.5797740134,0.0,0.0
 03/27  01:00:00,3145125.186500151,0.0,0.0
 03/27  02:00:00,4140018.027328494,0.0,0.0
 03/27  03:00:00,4976198.445121425,0.0,0.0
 03/27  04:00:00,5156611.554406412,0.0,0.0
 03/27  05:00:00,6166536.554046314,0.0,0.0
 03/27  06:00:00,7081185.705471864,0.0,0.0
 03/27  07:00:00,7070210.163672094,0.0,0.0
 03/27  08:00:00,18240655.030893759,12977169.904799996,0.0
 03/27  09:00:00,15548162.00367887,12977169.904799996,0.0
 03/27  10:00:00,18265025.429341176,12977169.904799996,0.0
 03/27  11:00:00,21821727.433513695,12977169.904799996,0.0
 03/27  12:00:00,23573654.75174072,12977169.904799996,0.0
