Date/Time,Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),Carbon Equivalent:Facility [kg](Hourly)
 01/08  10:00:00,18840754.333962449,12977169.904799996,0.0
 01/08  11:00:00,17815399.15912499,12977169.904799996,0.0
 01/08  12:00:00,16765947.990613565,12977169.904799996,0.0
 01/08  13:00:00,15059815.832449854,12977169.904799996,0.0
 01/08  14:00:00,15478744.745386225,12977169.904799996,0.0
 01/08  15:00:00,17865782.29314142,12977169.904799996,0.0
 01/08  16:00:00,20073509.67109023,12977169.904799996,0.0
 01/08  17:00:00,20793665.821167459,12977169.904799996,0.0
 01/08  18:00:00,19451394.323052,12977169.904799996,0.0
 01/08  19:00:00,17145332.762820018,12977169.904799996,0.0
 01/08  20:00:00,2020055.0263909046,0.0,0.0
 01/08  21:00:00,4127117.038264147,0.0,0.0
 01/08  22:00:00,6134702.749114715,0.0,0.0
 01/08  23:00:00,7608969.953616347,0.0,0.0
 01/08  24:00:00,8631495.752787846,0.0,0.0
 01/09  01:00:00,9579297.287954858,0.0,0.0
 01/09  02:00:00,9949160.732844685,0.0,0.0
 01/09  03:00:00,10409007.111506083,0.0,0.0
 01/09  04:00:00,11140222.70973098,0.0,0.0
 01/09  05:00:00,11622814.556367778,0.0,0.0
 01/09  06:00:00,11850953.714246804,0.0,0.0
 01/09  07:00:00,11973751.653935526,0.0,0.0
 01/09  08:00:00,23259918.82719124,12977169.904799996,0.0
 01/09  09:00:00,22564445.386542895,12977169.904799996,0.0
 01/09  10:00:00,21291056.008197257,12977169.904799996,0.0
 01/09  11:00:00,19572518.90506835,12977169.904799996,0.0
 01/09  12:00:00,17374518.11809917,12977169.904799996,0.0
 01/09  13:00:00,14992415.731128784,12977169.904799996,0.0
 01/09  14:00:00,16681653.4142759,12977169.904799996,0.0
 01/09  15:00:00,19657132.310165526,12977169.904799996,0.0
 01/09  16:00:00,22355821.10168545,12977169.904799996,0.0
 01/09  17:00:00,23429533.993162179,12977169.904799996,0.0
 01/09  18:00:00,22254773.241354728,12977169.904799996,0.0
 01/09  19:00:00,19854306.435368539,12977169.904799996,0.0
 01/09  20:00:00,2547390.0899895599,0.0,0.0
 01/09  21:00:00,2821896.1947717589,0.0,0.0
 01/09  22:00:00,3071503.132252834,0.0,0.0
 01/09  23:00:00,4186445.4724361796,0.0,0.0
 01/09  24:00:00,6254968.325038774,0.0,0.0
 01/10  01:00:00,6318594.492062107,0.0,0.0
 01/10  02:00:00,7294109.696628966,0.0,0.0
 01/10  03:00:00,8014956.582928281,0.0,0.0
 01/10  04:00:00,7027547.9494402329,0.0,0.0
 01/10  05:00:00,7155811.497049229,0.0,0.0
 01/10  06:00:00,7988682.000322661,0.0,0.0
 01/10  07:00:00,8898204.438119082,0.0,0.0
 01/10  08:00:00,20492287.136242909,12977169.904799996,0.0
 01/10  09:00:00,19655859.13792826,12977169.904799996,0.0
 01/10  10:00:00,18954695.88473403,12977169.904799996,0.0
 01/10  11:00:00,17664613.4391097,12977169.904799996,0.0
 01/10  12:00:00,15713555.903671911,12977169.904799996,0.0
 01/10  13:00:00,15265389.228264194,12977169.904799996,0.0
 01/10  14:00:00,17725142.78234054,12977169.904799996,0.0
 01/10  15:00:00,20130602.614603484,12977169.904799996,0.0
 01/10  16:00:00,22283287.171137453,12977169.904799996,0.0
 01/10  17:00:00,23163567.104204358,12977169.904799996,0.0
 01/10  18:00:00,22218660.108387907,12977169.904799996,0.0
 01/10  19:00:00,20149247.881240146,12977169.904799996,0.0
 01/10  20:00:00,3810525.897155469,0.0,0.0
 01/10  21:00:00,1769011.5306111798,0.0,0.0
 01/10  22:00:00,2118490.773709401,0.0,0.0
 01/10  23:00:00,3465068.436812603,0.0,0.0
 01/10  24:00:00,4831168.4479669169,0.0,0.0
 01/11  01:00:00,6297871.5023942119,0.0,0.0
 01/11  02:00:00,7494058.128601878,0.0,0.0
 01/11  03:00:00,8419228.076300515,0.0,0.0
 01/11  04:00:00,9301916.49298666,0.0,0.0
 01/11  05:00:00,10040909.282863962,0.0,0.0
 01/11  06:00:00,10723663.731906293,0.0,0.0
 01/11  07:00:00,10846454.387146628,0.0,0.0
 01/11  08:00:00,21831469.834449859,12977169.904799996,0.0
 01/11  09:00:00,20934253.36998322,12977169.904799996,0.0
 01/11  10:00:00,19590568.330191949,12977169.904799996,0.0
 01/11  11:00:00,17954542.35622752,12977169.904799996,0.0
 01/11  12:00:00,15922316.669630941,12977169.904799996,0.0
 01/11  13:00:00,15164331.636966782,12977169.904799996,0.0
 01/11  14:00:00,17834580.96851497,12977169.904799996,0.0
 01/11  15:00:00,20548627.621228726,12977169.904799996,0.0
 01/11  16:00:00,22893161.45480492,12977169.904799996,0.0
 01/11  17:00:00,23734218.67120094,12977169.904799996,0.0
 01/11  18:00:00,22580719.46649544,12977169.904799996,0.0
 01/11  19:00:00,20207825.67731563,12977169.904799996,0.0
 01/11  20:00:00,2653298.3868224278,0.0,0.0
 01/11  21:00:00,3304749.8869775177,0.0,0.0
 01/11  22:00:00,4640062.8343694419,0.0,0.0
 01/11  23:00:00,5402446.143716676,0.0,0.0
 01/11  24:00:00,5783488.890414077,0.0,0.0
 01/12  01:00:00,6040351.777910787,0.0,0.0
 01/12  02:00:00,6489199.912597197,0.0,0.0
 01/12  03:00:00,7127435.37102893,0.0,0.0
 01/12  04:00:00,7785642.269429927,0.0,0.0
 01/12  05:00:00,8529851.969283006,0.0,0.0
 01/12  06:00:00,9305537.615831599,0.0,0.0
 01/12  07:00:00,10131677.739663516,0.0,0.0
 01/12  08:00:00,10916998.65639528,0.0,0.0
 01/12  09:00:00,11219047.538583015,0.0,0.0
 01/12  10:00:00,9561567.450830095,0.0,0.0
 01/12  11:00:00,7225346.084705662,0.0,0.0
 01/12  12:00:00,4851684.258980389,0.0,0.0
 01/12  13:00:00,2312801.34440493,0.0,0.0
 01/12  14:00:00,2651777.4379139805,0.0,0.0
 01/12  15:00:00,5274503.257549519,0.0,0.0
 01/12  16:00:00,7626402.607533684,0.0,0.0
 01/12  17:00:00,8587042.94838351,0.0,0.0
 01/12  18:00:00,7532669.924459141,0.0,0.0
 01/12  19:00:00,5186098.030893211,0.0,0.0
 01/12  20:00:00,3145159.375124979,0.0,0.0
 01/12  21:00:00,1775672.101144009,0.0,0.0
 01/12  22:00:00,2173169.622213142,0.0,0.0
 01/12  23:00:00,2271674.2356841855,0.0,0.0
 01/12  24:00:00,2755874.2522580458,0.0,0.0
 01/13  01:00:00,3186216.616028554,0.0,0.0
 01/13  02:00:00,3556754.683322056,0.0,0.0
 01/13  03:00:00,3973742.665153239,0.0,0.0
 01/13  04:00:00,4401700.341059303,0.0,0.0
 01/13  05:00:00,5301349.160573926,0.0,0.0
 01/13  06:00:00,6501732.782630373,0.0,0.0
 01/13  07:00:00,7430033.098388809,0.0,0.0
 01/13  08:00:00,8211560.535770863,0.0,0.0
 01/13  09:00:00,8725824.215907759,0.0,0.0
 01/13  10:00:00,8231942.736292396,0.0,0.0
 01/13  11:00:00,7415772.905793069,0.0,0.0
 01/13  12:00:00,6289610.540627992,0.0,0.0
 01/13  13:00:00,4541566.1165003799,0.0,0.0
 01/13  14:00:00,2811398.7370596716,0.0,0.0
 01/13  15:00:00,1688050.9190664762,0.0,0.0
 01/13  16:00:00,3281305.3595609965,0.0,0.0
 01/13  17:00:00,3890404.9942338105,0.0,0.0
 01/13  18:00:00,2636826.8146660148,0.0,0.0
 01/13  19:00:00,1963984.322115216,0.0,0.0
 01/13  20:00:00,3245584.566629866,0.0,0.0
 01/13  21:00:00,4612502.907002405,0.0,0.0
 01/13  22:00:00,5984791.076560282,0.0,0.0
 01/13  23:00:00,7120586.094092001,0.0,0.0
 01/13  24:00:00,8203379.274252718,0.0,0.0
 01/14  01:00:00,9349058.161733553,0.0,0.0
 01/14  02:00:00,10186122.29725236,0.0,0.0
 01/14  03:00:00,10880587.789523581,0.0,0.0
 01/14  04:00:00,11537424.658140473,0.0,0.0
 01/14  05:00:00,12172095.866334292,0.0,0.0
 01/14  06:00:00,12773020.48564224,0.0,0.0
 01/14  07:00:00,13232858.019830363,0.0,0.0
 01/14  08:00:00,24079359.876995405,12977169.904799996,0.0
 01/14  09:00:00,22788159.856252064,12977169.904799996,0.0
 01/14  10:00:00,20990228.289381375,12977169.904799996,0.0
 01/14  11:00:00,19313652.62536273,12977169.904799996,0.0
 01/14  12:00:00,17680807.211591908,12977169.904799996,0.0
 01/14  13:00:00,15416487.17636649,12977169.904799996,0.0
 01/14  14:00:00,15483633.530957312,12977169.904799996,0.0
 01/14  15:00:00,18124930.611792178,12977169.904799996,0.0
 01/14  16:00:00,20578351.65209895,12977169.904799996,0.0
 01/14  17:00:00,21640384.182585036,12977169.904799996,0.0
 01/14  18:00:00,20746099.33756944,12977169.904799996,0.0
 01/14  19:00:00,18408751.311256868,12977169.904799996,0.0
 01/14  20:00:00,1976021.61215902,0.0,0.0
 01/14  21:00:00,2538164.446358476,0.0,0.0
 01/14  22:00:00,4105373.0760408656,0.0,0.0
 01/14  23:00:00,5246259.477490283,0.0,0.0
 01/14  24:00:00,6111347.304820944,0.0,0.0
 01/15  01:00:00,6913000.437199455,0.0,0.0
 01/15  02:00:00,7885028.995130708,0.0,0.0
 01/15  03:00:00,9051067.723669632,0.0,0.0
 01/15  04:00:00,10173503.54562755,0.0,0.0
 01/15  05:00:00,10603184.685038006,0.0,0.0
 01/15  06:00:00,10530529.194581805,0.0,0.0
 01/15  07:00:00,10332681.02172685,0.0,0.0
 01/15  08:00:00,21726433.587652554,12977169.904799996,0.0
 01/15  09:00:00,21430856.5415138,12977169.904799996,0.0
 01/15  10:00:00,20544059.369650209,12977169.904799996,0.0
 01/15  11:00:00,18850671.552584895,12977169.904799996,0.0
 01/15  12:00:00,16693894.3596351,12977169.904799996,0.0
 01/15  13:00:00,14888233.051855036,12977169.904799996,0.0
 01/15  14:00:00,17098761.22428026,12977169.904799996,0.0
 01/15  15:00:00,20013553.964786468,12977169.904799996,0.0
 01/15  16:00:00,22684435.31298148,12977169.904799996,0.0
 01/15  17:00:00,23946322.794923907,12977169.904799996,0.0
 01/15  18:00:00,23215521.55336648,12977169.904799996,0.0
 01/15  19:00:00,21011696.03520401,12977169.904799996,0.0
 01/15  20:00:00,4026824.403222502,0.0,0.0
 01/15  21:00:00,1827688.961715558,0.0,0.0
 01/15  22:00:00,3953074.003822461,0.0,0.0
 01/15  23:00:00,6164639.638003981,0.0,0.0
 01/15  24:00:00,7366930.124420912,0.0,0.0
 01/16  01:00:00,7984910.750169806,0.0,0.0
 01/16  02:00:00,8609406.863039479,0.0,0.0
 01/16  03:00:00,9281617.933967,0.0,0.0
 01/16  04:00:00,10427296.640573649,0.0,0.0
 01/16  05:00:00,11290814.493636864,0.0,0.0
 01/16  06:00:00,11533689.116267877,0.0,0.0
 01/16  07:00:00,11677298.480877389,0.0,0.0
 01/16  08:00:00,24076001.629482096,12977169.904799996,0.0
 01/16  09:00:00,23966956.422718,12977169.904799996,0.0
 01/16  10:00:00,22160616.713714269,12977169.904799996,0.0
 01/16  11:00:00,19928734.46366661,12977169.904799996,0.0
 01/16  12:00:00,17209701.92964444,12977169.904799996,0.0
 01/16  13:00:00,15025535.600472056,12977169.904799996,0.0
 01/16  14:00:00,17830524.99034457,12977169.904799996,0.0
 01/16  15:00:00,20911161.210647156,12977169.904799996,0.0
 01/16  16:00:00,23230966.707111714,12977169.904799996,0.0
 01/16  17:00:00,24505054.186309734,12977169.904799996,0.0
 01/16  18:00:00,23637193.689902318,12977169.904799996,0.0
 01/16  19:00:00,21237249.495713913,12977169.904799996,0.0
 01/16  20:00:00,5054135.7151884459,0.0,0.0
 01/16  21:00:00,3635546.9798445354,0.0,0.0
 01/16  22:00:00,2750941.927072782,0.0,0.0
 01/16  23:00:00,2107155.5770869909,0.0,0.0
 01/16  24:00:00,1534340.1093100866,0.0,0.0
 01/17  01:00:00,1321708.3285301314,0.0,0.0
 01/17  02:00:00,1670871.1290332829,0.0,0.0
 01/17  03:00:00,1919266.617757806,0.0,0.0
 01/17  04:00:00,2140849.7025541916,0.0,0.0
 01/17  05:00:00,2437881.7032740295,0.0,0.0
 01/17  06:00:00,2483077.408360537,0.0,0.0
 01/17  07:00:00,2322199.630968661,0.0,0.0
 01/17  08:00:00,14483800.339539208,12977169.904799996,0.0
 01/17  09:00:00,15249456.881250594,12977169.904799996,0.0
 01/17  10:00:00,16201703.996119347,12977169.904799996,0.0
 01/17  11:00:00,17470844.5716174,12977169.904799996,0.0
 01/17  12:00:00,18885833.719199078,12977169.904799996,0.0
 01/17  13:00:00,20372209.752587309,12977169.904799996,0.0
 01/17  14:00:00,21165214.966298224,12977169.904799996,0.0
 01/17  15:00:00,20966408.7932835,12977169.904799996,0.0
 01/17  16:00:00,20091730.76799791,12977169.904799996,0.0
 01/17  17:00:00,19689126.69728154,12977169.904799996,0.0
 01/17  18:00:00,19205620.86095426,12977169.904799996,0.0
 01/17  19:00:00,18645458.872674608,12977169.904799996,0.0
 01/17  20:00:00,3626074.0302987077,0.0,0.0
 01/17  21:00:00,2934622.951591282,0.0,0.0
 01/17  22:00:00,2732769.074054513,0.0,0.0
 01/17  23:00:00,2934439.520649252,0.0,0.0
 01/17  24:00:00,3077538.313111474,0.0,0.0
 01/18  01:00:00,3026025.233389234,0.0,0.0
 01/18  02:00:00,3065841.2545654827,0.0,0.0
 01/18  03:00:00,3119577.530320682,0.0,0.0
 01/18  04:00:00,2971171.2388868739,0.0,0.0
 01/18  05:00:00,2755650.253019625,0.0,0.0
 01/18  06:00:00,2690150.3507059637,0.0,0.0
 01/18  07:00:00,2713548.3570184817,0.0,0.0
 01/18  08:00:00,17246143.605947947,12977169.904799996,0.0
 01/18  09:00:00,17765967.94224877,12977169.904799996,0.0
 01/18  10:00:00,18429399.586912209,12977169.904799996,0.0
 01/18  11:00:00,18574978.386695524,12977169.904799996,0.0
 01/18  12:00:00,18885136.26001266,12977169.904799996,0.0
 01/18  13:00:00,18627758.073691209,12977169.904799996,0.0
 01/18  14:00:00,18745775.750144505,12977169.904799996,0.0
 01/18  15:00:00,19163385.854305038,12977169.904799996,0.0
 01/18  16:00:00,19292750.629695387,12977169.904799996,0.0
 01/18  17:00:00,20329619.107990184,12977169.904799996,0.0
 01/18  18:00:00,20229451.697078207,12977169.904799996,0.0
 01/18  19:00:00,18269379.791643345,12977169.904799996,0.0
 01/18  20:00:00,1969447.7457835025,0.0,0.0
 01/18  21:00:00,2469738.871925893,0.0,0.0
 01/18  22:00:00,3729280.2889133614,0.0,0.0
 01/18  23:00:00,4545060.064730134,0.0,0.0
 01/18  24:00:00,5261284.0746211609,0.0,0.0
 01/19  01:00:00,5918486.2177266399,0.0,0.0
 01/19  02:00:00,6637122.795194705,0.0,0.0
 01/19  03:00:00,7410758.365009918,0.0,0.0
 01/19  04:00:00,8259798.282676648,0.0,0.0
 01/19  05:00:00,8428417.980454293,0.0,0.0
 01/19  06:00:00,8780682.081657138,0.0,0.0
 01/19  07:00:00,9259885.22684671,0.0,0.0
 01/19  08:00:00,9401701.925085627,0.0,0.0
 01/19  09:00:00,9309497.596561935,0.0,0.0
 01/19  10:00:00,8407276.356607706,0.0,0.0
 01/19  11:00:00,7711639.167238853,0.0,0.0
 01/19  12:00:00,6773907.960323879,0.0,0.0
 01/19  13:00:00,5611720.574373284,0.0,0.0
 01/19  14:00:00,4110055.332401862,0.0,0.0
 01/19  15:00:00,2444805.6398785675,0.0,0.0
 01/19  16:00:00,1606834.8023170694,0.0,0.0
 01/19  17:00:00,2651814.2197949329,0.0,0.0
 01/19  18:00:00,2323958.027818932,0.0,0.0
 01/19  19:00:00,1599719.205225696,0.0,0.0
 01/19  20:00:00,2160179.413347021,0.0,0.0
 01/19  21:00:00,2728404.0650831696,0.0,0.0
 01/19  22:00:00,3247793.0895242199,0.0,0.0
 01/19  23:00:00,3568957.1151410236,0.0,0.0
 01/19  24:00:00,3719280.083131114,0.0,0.0
 01/20  01:00:00,3804565.038708359,0.0,0.0
 01/20  02:00:00,3999784.686357159,0.0,0.0
 01/20  03:00:00,4285184.415594124,0.0,0.0
 01/20  04:00:00,4547371.727578895,0.0,0.0
 01/20  05:00:00,4603392.346822882,0.0,0.0
 01/20  06:00:00,4513684.558728468,0.0,0.0
 01/20  07:00:00,4426216.51991787,0.0,0.0
 01/20  08:00:00,4377427.436849726,0.0,0.0
 01/20  09:00:00,4698028.22325929,0.0,0.0
 01/20  10:00:00,4859479.313588122,0.0,0.0
 01/20  11:00:00,4384084.915132739,0.0,0.0
 01/20  12:00:00,3596409.658510703,0.0,0.0
 01/20  13:00:00,3259912.936201648,0.0,0.0
 01/20  14:00:00,2009828.3510126654,0.0,0.0
 01/20  15:00:00,2270180.675551909,0.0,0.0
 01/20  16:00:00,4125217.811881441,0.0,0.0
 01/20  17:00:00,5239559.132580753,0.0,0.0
 01/20  18:00:00,4702105.655334463,0.0,0.0
 01/20  19:00:00,2809279.687038434,0.0,0.0
 01/20  20:00:00,1584054.7228243254,0.0,0.0
 01/20  21:00:00,1859588.0982122943,0.0,0.0
 01/20  22:00:00,2904511.032726395,0.0,0.0
 01/20  23:00:00,4194477.786824339,0.0,0.0
 01/20  24:00:00,5243559.909045239,0.0,0.0
 01/21  01:00:00,6221236.846606148,0.0,0.0
 01/21  02:00:00,6831012.537790553,0.0,0.0
 01/21  03:00:00,7363077.851724749,0.0,0.0
 01/21  04:00:00,8098064.958956615,0.0,0.0
